1525209672129,1525209729094,80it / 100ms [Secure][2 th],19.818181818181817,16.0,1
1525209729095,1525209764792,80it / 100ms [Secure][2 th],8.25,15.333333333333334,0
1525209764793,1525209820634,80it / 100ms [Secure][2 th],10.666666666666666,0.0,1
1525209820635,1525209854862,80it / 100ms [Secure][2 th],15.0,15.0,0
1525209854862,1525209908645,80it / 100ms [Secure][2 th],9.11111111111111,0.0,1
1525209908645,1525209948061,80it / 100ms [Secure][2 th],8.5,8.5,0
1525209948062,1525209998380,80it / 100ms [Secure][2 th],8.333333333333334,16.0,0
1525209998381,1525210038540,80it / 100ms [Secure][2 th],1.3333333333333333,16.0,1
1525210038541,1525210065720,80it / 100ms [Secure][2 th],10.833333333333334,0.0,0
1525210065721,1525210114554,80it / 100ms [Secure][2 th],6.5,11.0,0
1525210215470,1525210371923,200it / 40ms [Secure][2 th],13.571428571428571,12.125,0
1525210371924,1525210493530,200it / 40ms [Secure][2 th],9.705882352941176,1.0,0
1525210493531,1525210603709,200it / 40ms [Secure][2 th],13.666666666666666,11.571428571428571,0
1525210603710,1525210681452,200it / 40ms [Secure][2 th],11.733333333333333,4.75,0
1525210681454,1525210795434,200it / 40ms [Secure][2 th],9.416666666666666,13.0,1
1525210795436,1525210917903,200it / 40ms [Secure][2 th],11.714285714285714,15.6,4
1525210917905,1525211020343,200it / 40ms [Secure][2 th],8.166666666666666,11.428571428571429,1
1525211020343,1525211137054,200it / 40ms [Secure][2 th],10.0,12.8,1
1525211137055,1525211209945,200it / 40ms [Secure][2 th],8.416666666666666,12.0,0
1525211209946,1525211297818,200it / 40ms [Secure][2 th],5.181818181818182,11.285714285714286,0
1525211558287,1525211707900,400it / 20ms [Secure][2 th],6.222222222222222,11.636363636363637,136
1525211707901,1525211862353,400it / 20ms [Secure][2 th],11.4,12.5,91
1525211862355,1525212047355,400it / 20ms [Secure][2 th],12.235294117647058,13.5,125
1525212047356,1525212241924,400it / 20ms [Secure][2 th],11.61111111111111,14.0,127
1525212241925,1525212381907,400it / 20ms [Secure][2 th],14.615384615384615,15.833333333333334,113
1525212381907,1525212547095,400it / 20ms [Secure][2 th],11.411764705882353,14.0,98
1525212547111,1525212726268,400it / 20ms [Secure][2 th],11.48,7.818181818181818,109
1525212726269,1525212923966,400it / 20ms [Secure][2 th],14.4,10.833333333333334,92
1525212923968,1525213091043,400it / 20ms [Secure][2 th],13.636363636363637,12.0,125
1525213091058,1525213276021,400it / 20ms [Secure][2 th],14.733333333333333,16.0,114
1525213536338,1525213575456,80it / 100ms [Secure][2 th],17.857142857142858,21.0,39
1525213575456,1525213614933,80it / 100ms [Secure][2 th],8.5,0.0,30
1525213614933,1525213653031,80it / 100ms [Secure][2 th],15.25,0.0,32
1525213653031,1525213696734,80it / 100ms [Secure][2 th],16.0,0.0,27
1525213696734,1525213736631,80it / 100ms [Secure][2 th],15.5,0.0,47
1525213736631,1525213767021,80it / 100ms [Secure][2 th],9.8,8.5,26
1525213767021,1525213796011,80it / 100ms [Secure][2 th],15.0,15.0,33
1525213796011,1525213842056,80it / 100ms [Secure][2 th],16.0,0.0,42
1525213842056,1525213879044,80it / 100ms [Secure][2 th],15.666666666666666,16.0,38
1525213879044,1525213916447,80it / 100ms [Secure][2 th],15.0,0.0,28
1525213953209,1525214035462,200it / 40ms [Secure][2 th],17.444444444444443,17.333333333333332,45
1525214035462,1525214110556,200it / 40ms [Secure][2 th],11.333333333333334,10.833333333333334,64
1525214110556,1525214188979,200it / 40ms [Secure][2 th],10.833333333333334,15.0,69
1525214188995,1525214299037,200it / 40ms [Secure][2 th],14.363636363636363,15.571428571428571,53
1525214299037,1525214381409,200it / 40ms [Secure][2 th],15.5,15.0,72
1525214381409,1525214466690,200it / 40ms [Secure][2 th],13.090909090909092,16.0,64
1525214466690,1525214560712,200it / 40ms [Secure][2 th],12.8,15.75,38
